Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2026-07-20,F (Jan 2027),21.9400,21.9700,21.6000,21.8200,21.7477,-0.1773,2754,0,5831
2026-07-21,F (Jan 2027),21.8000,21.8000,21.6000,21.7400,21.7584,0.0107,2699,0,6028
2026-07-22,F (Jan 2027),21.7000,21.9000,21.7000,21.8500,21.8764,0.1180,1464,0,6428
2026-07-23,F (Jan 2027),21.8700,22.2700,21.8500,22.1100,22.1498,0.2734,2074,0,6839
2026-07-24,F (Jan 2027),22.1500,22.2000,22.0000,22.1500,22.151,0.0012,2126,0,7290
2026-07-27,F (Jan 2027),22.0500,22.1500,21.9000,21.9700,21.9661,-0.1849,1901,0,7219
2026-07-28,F (Jan 2027),21.9500,22.0500,21.8000,21.8900,21.9005,-0.0656,1958,0,7445
2026-07-29,F (Jan 2027),21.9000,22.3600,21.7500,22.2500,22.1961,0.2956,3148,0,7707
2026-07-30,F (Jan 2027),22.2500,22.2800,21.8500,21.9300,21.9313,-0.2648,2755,0,8335
2026-07-31,F (Jan 2027),21.9100,22.1000,21.7500,21.8100,21.80,-0.1313,2201,0,8573
2026-08-03,F (Jan 2027),21.7000,21.7600,21.4800,21.7100,21.749,-0.051,2732,0,9223
2026-08-04,F (Jan 2027),21.7200,21.8000,21.6000,21.6600,21.7009,-0.0481,2144,0,9941
2026-08-05,F (Jan 2027),21.6500,21.7000,21.3200,21.4200,21.4505,-0.2504,4596,0,10665
2026-08-06,F (Jan 2027),21.4500,21.5000,21.3000,21.4900,21.4558,0.0053,2359,0,11381
2026-08-07,F (Jan 2027),21.5000,21.6500,21.4500,21.5700,21.6044,0.1486,2780,0,11675
2026-08-10,F (Jan 2027),21.5500,21.6500,21.5000,21.6100,21.6424,0.0380,3622,0,13116
2026-08-11,F (Jan 2027),21.7000,21.7000,21.5200,21.5700,21.5909,-0.0515,2327,0,13380
2026-08-12,F (Jan 2027),21.5500,21.5500,21.3500,21.4000,21.3988,-0.1921,1813,0,14633
2026-08-13,F (Jan 2027),21.4500,21.5000,21.3000,21.4700,21.4923,0.0935,3265,0,14457
2026-08-14,F (Jan 2027),21.4500,21.5500,21.4000,21.5500,21.536,0.0437,1537,0,14593
2026-08-17,F (Jan 2027),21.5500,21.7500,21.4800,21.6500,21.6679,0.1319,2842,0,14632
2026-08-18,F (Jan 2027),21.6600,21.8000,21.6000,21.6700,21.6114,-0.0565,3827,0,14434
2026-08-19,F (Jan 2027),21.6600,21.7000,21.4000,21.4000,21.475,-0.1364,4004,0,14943
2026-08-20,F (Jan 2027),21.4300,21.5500,21.3500,21.4300,21.4483,-0.0267,2074,0,15039
2026-08-21,F (Jan 2027),21.4200,21.4200,21.1500,21.2000,21.2107,-0.2376,2335,0,15319
2026-08-24,F (Jan 2027),21.2000,21.2100,21.0500,21.0800,21.1075,-0.1032,3275,0,16208
2026-08-25,F (Jan 2027),21.0600,21.1100,20.9000,20.9700,20.9713,-0.1362,2118,0,16946
2026-08-26,F (Jan 2027),20.9800,21.0000,20.7500,20.7600,20.8486,-0.1227,3776,0,17901
2026-08-27,F (Jan 2027),20.7000,20.8000,20.5000,20.6100,20.5961,-0.2525,2607,0,18315
2026-08-28,F (Jan 2027),20.6000,20.6500,20.5000,20.6100,20.6476,0.0515,4123,0,18691
2026-08-31,F (Jan 2027),20.7200,20.7500,20.3400,20.3400,20.3978,-0.2498,2718,0,18624
2026-09-01,F (Jan 2027),20.3100,20.5000,20.3000,20.4300,20.4496,0.0518,6909,0,18827
2026-09-02,F (Jan 2027),20.4500,20.4600,20.2000,20.3000,20.2492,-0.2004,4218,0,19403
2026-09-03,F (Jan 2027),20.2900,20.3500,20.0500,20.1100,20.1488,-0.1004,5385,0,20448
2026-09-04,F (Jan 2027),20.1000,20.1000,19.8000,19.9700,19.9997,-0.1491,5447,0,21758
2026-09-08,F (Jan 2027),20.0000,20.2500,19.8800,20.2300,20.1967,0.1970,9990,0,24376
2026-09-09,F (Jan 2027),20.2500,20.4000,20.1500,20.2700,20.30,0.1033,4201,0,24537
2026-09-10,F (Jan 2027),20.2500,20.4700,20.2000,20.4300,20.4067,0.1067,11253,0,24676
2026-09-11,F (Jan 2027),20.4400,20.4500,20.0600,20.1200,20.15,-0.2567,6193,0,24289
2026-09-14,F (Jan 2027),20.4900,20.7500,20.0500,20.1100,20.1144,-0.0356,5856,0,24441
2026-09-15,F (Jan 2027),20.0600,20.2200,20.0000,20.0800,20.0994,-0.0150,9129,0,25075
2026-09-16,F (Jan 2027),20.1300,20.3500,19.9500,20.1800,20.1491,0.0497,6784,0,24813
2026-09-17,F (Jan 2027),20.1700,20.2500,19.8000,19.8000,19.8134,-0.3357,4211,0,24951
