date,vov_30,vov_60,vov_90,vov_180
2011-07-01,78.64,57.0,51.56,
2011-07-05,81.34,60.55,53.19,
2011-07-06,82.69,62.33,54.41,
2011-07-07,80.7,59.52,52.28,
2011-07-08,80.82,61.5,53.89,
2011-07-11,90.87,75.12,63.85,
2011-07-12,88.39,75.14,65.08,
2011-07-13,88.92,77.57,66.84,
2011-07-14,95.72,83.78,71.17,
2011-07-15,89.33,77.65,66.94,
2011-07-18,97.81,81.49,69.68,
2011-07-19,91.01,73.86,63.78,
2011-07-20,86.06,72.96,63.04,
2011-07-21,81.68,65.66,57.96,
2011-07-22,82.45,62.96,56.42,
2011-07-25,90.2,73.71,62.62,
2011-07-26,93.35,75.75,64.27,
2011-07-27,102.01,88.55,73.05,
2011-07-28,105.62,91.61,75.94,
2011-07-29,106.57,98.05,81.2,
2011-08-01,95.89,90.15,75.86,
2011-08-02,102.01,90.97,76.58,
2011-08-03,98.58,89.57,75.16,
2011-08-04,121.76,105.27,86.67,
2011-08-05,118.61,117.37,96.45,
2011-08-08,134.63,124.47,108.18,
2011-08-09,112.8,119.78,99.51,
2011-08-10,132.86,120.36,100.72,
2011-08-11,128.76,116.64,95.47,
2011-08-12,120.19,111.13,92.17,
2011-08-15,109.0,101.92,85.68,
2011-08-16,104.66,102.21,85.38,
2011-08-17,104.62,99.25,84.11,
2011-08-18,106.66,111.21,94.64,
2011-08-19,111.58,108.54,89.82,
2011-08-22,111.25,104.25,88.14,
2011-08-23,103.43,95.64,81.5,
2011-08-24,104.54,95.78,80.94,
2011-08-25,112.4,103.3,85.88,
2011-08-26,104.72,100.46,83.91,
2011-08-29,96.51,90.45,77.39,
2011-08-30,96.16,87.76,76.11,
2011-08-31,94.16,88.22,76.61,
2011-09-01,92.31,85.19,75.21,
2011-09-02,91.0,87.62,77.71,
2011-09-06,97.01,93.59,83.27,
2011-09-07,93.3,87.68,78.52,
2011-09-08,93.45,89.35,80.29,
2011-09-09,99.07,98.16,87.0,
2011-09-12,97.07,93.84,85.33,
2011-09-13,96.14,89.08,81.54,
2011-09-14,100.22,84.07,77.57,
2011-09-15,96.69,82.36,76.1,
2011-09-16,93.67,81.18,75.41,
2011-09-19,95.95,85.15,77.43,
2011-09-20,92.9,84.13,76.52,
2011-09-21,98.58,86.6,78.01,
2011-09-22,103.91,96.84,85.71,
2011-09-23,104.77,95.85,85.11,
2011-09-26,102.89,96.8,85.3,
2011-09-27,100.31,93.47,81.78,
2011-09-28,104.3,95.51,83.41,
2011-09-29,101.05,96.21,83.95,
2011-09-30,101.08,94.61,83.77,
2011-10-03,103.89,96.62,84.9,
2011-10-04,99.31,93.69,83.41,
2011-10-05,94.66,87.5,80.26,
2011-10-06,93.52,86.48,79.11,
2011-10-07,92.57,84.64,77.41,
2011-10-10,89.39,83.97,76.14,
2011-10-11,90.98,83.72,76.4,
2011-10-12,91.34,81.39,73.59,
2011-10-13,95.1,82.95,73.92,
2011-10-14,94.69,82.12,72.32,
2011-10-17,103.55,87.93,77.33,
2011-10-18,100.21,85.95,75.71,
2011-10-19,103.29,92.72,79.54,
2011-10-20,102.97,94.26,80.5,
2011-10-21,98.05,89.26,78.09,
2011-10-24,97.13,85.57,76.63,
2011-10-25,97.75,87.1,77.48,
2011-10-26,97.74,87.65,76.15,
2011-10-27,94.44,81.79,71.21,
2011-10-28,94.19,82.19,71.52,
2011-10-31,104.84,90.03,78.51,
2011-11-01,113.15,103.69,89.51,
2011-11-02,107.4,98.47,86.4,
2011-11-03,104.28,94.43,82.48,
2011-11-04,103.34,94.43,83.03,
2011-11-07,103.35,93.25,82.32,
2011-11-08,98.05,88.95,79.85,
2011-11-09,122.73,99.4,86.41,
2011-11-10,113.54,94.98,83.13,
2011-11-11,112.1,90.2,80.02,
2011-11-14,112.35,93.4,81.84,
2011-11-15,107.55,91.07,80.74,
2011-11-16,111.18,90.87,81.82,
2011-11-17,111.86,94.45,85.1,
2011-11-18,101.92,89.22,82.69,
2011-11-21,99.6,89.76,82.64,
2011-11-22,98.53,88.36,81.47,
2011-11-23,101.46,91.06,83.04,
2011-11-25,98.98,91.24,83.66,
2011-11-28,96.23,89.5,82.39,
2011-11-29,95.47,85.3,79.12,
2011-11-30,92.22,80.07,75.08,
2011-12-01,90.88,78.13,73.96,
2011-12-02,92.46,79.73,74.32,
2011-12-05,92.97,80.79,74.87,
2011-12-06,92.21,79.42,73.87,
2011-12-07,92.84,81.34,75.21,
2011-12-08,94.97,82.8,76.06,
2011-12-09,90.92,77.37,71.9,
2011-12-12,93.21,77.23,71.49,
2011-12-13,94.55,76.01,70.33,
2011-12-14,99.63,76.84,70.82,
2011-12-15,97.71,75.8,69.72,
2011-12-16,94.28,73.99,68.76,
2011-12-19,90.27,74.39,69.32,56.53
2011-12-20,88.64,70.22,65.53,55.06
2011-12-21,85.54,65.82,63.96,52.39
2011-12-22,86.18,67.04,63.27,
2011-12-23,86.54,67.41,63.06,
2011-12-27,88.13,69.55,64.75,
2011-12-28,94.08,73.7,67.54,
2011-12-29,91.8,72.71,66.99,
2011-12-30,91.7,74.19,68.01,
2012-01-03,91.39,74.56,67.31,
2012-01-04,88.89,73.77,66.75,
2012-01-05,87.69,70.88,64.91,
2012-01-06,86.95,69.0,63.55,
2012-01-09,87.8,70.78,64.76,
2012-01-10,88.82,70.1,63.77,
2012-01-11,93.17,71.54,64.58,
2012-01-12,90.51,69.78,63.24,
2012-01-13,93.55,74.4,65.31,
2012-01-17,93.66,76.94,67.5,
2012-01-18,90.09,71.26,64.17,
2012-01-19,88.73,68.01,61.92,
2012-01-20,89.24,63.76,58.72,
2012-01-23,89.59,65.96,59.41,
2012-01-24,89.01,66.3,59.43,
2012-01-25,86.01,62.79,57.32,
2012-01-26,88.92,66.92,60.49,
2012-01-27,87.44,62.34,57.32,
2012-01-30,89.86,66.83,60.1,
2012-01-31,88.51,67.48,61.14,
2012-02-01,85.78,64.0,58.46,
2012-02-02,84.1,62.29,58.08,
2012-02-03,84.04,62.46,56.98,
2012-02-06,85.38,66.5,58.98,
2012-02-07,83.79,64.69,58.05,
2012-02-08,97.01,68.34,59.96,
2012-02-09,100.76,69.87,61.25,
2012-02-10,104.15,85.49,72.31,
2012-02-13,102.45,75.83,65.44,
2012-02-14,107.82,84.23,70.81,
2012-02-15,114.65,88.51,72.99,
2012-02-16,110.41,81.01,67.32,
2012-02-17,108.56,75.05,64.09,
2012-02-21,107.71,79.46,66.61,51.76
2012-02-22,100.81,70.68,61.4,49.28
2012-02-23,94.44,63.49,58.17,
2012-02-24,99.43,67.07,59.12,
2012-02-27,101.68,69.62,61.49,
2012-02-28,99.13,69.16,61.45,
2012-02-29,101.6,69.22,60.26,
2012-03-01,97.43,67.55,59.78,
2012-03-02,96.94,67.32,60.46,
2012-03-05,98.18,70.57,61.88,
2012-03-06,105.11,82.61,70.19,
2012-03-07,100.46,77.58,66.15,
2012-03-08,97.19,68.69,60.86,
2012-03-09,97.98,68.91,59.81,
2012-03-12,98.61,61.39,55.28,
2012-03-13,98.47,65.93,56.34,
2012-03-14,106.63,67.49,58.52,
2012-03-15,108.42,66.77,57.88,
2012-03-16,105.78,66.68,60.14,
2012-03-19,106.49,67.67,55.58,
2012-03-20,109.38,74.01,59.93,
2012-03-21,104.65,79.28,69.5,
2012-03-22,102.53,79.66,70.82,
2012-03-23,98.6,78.16,67.4,
2012-03-26,96.08,77.75,65.09,
2012-03-27,101.15,78.98,70.65,
2012-03-28,102.74,82.91,73.0,
2012-03-29,101.94,82.83,72.23,
2012-03-30,100.28,81.36,71.82,
2012-04-02,100.38,79.04,70.68,
2012-04-03,98.37,80.55,72.31,
2012-04-04,99.73,79.76,71.09,
2012-04-05,99.47,80.91,73.97,
2012-04-09,104.59,86.82,77.89,
2012-04-10,109.13,94.73,82.81,
2012-04-11,111.19,91.12,80.72,
2012-04-12,104.27,84.68,75.68,
2012-04-13,110.76,87.79,77.62,
2012-04-16,110.97,90.07,78.95,
2012-04-17,107.01,85.16,75.42,
2012-04-18,106.06,84.32,74.11,
2012-04-19,103.96,84.42,74.77,
2012-04-20,101.08,79.45,72.25,
2012-04-23,104.01,84.11,74.81,
2012-04-24,99.84,80.95,72.66,
2012-04-25,93.28,74.13,67.56,
2012-04-26,89.65,68.85,64.22,
2012-04-27,88.62,68.41,64.01,
2012-04-30,89.32,73.17,68.08,
2012-05-01,87.06,67.98,63.88,
2012-05-02,86.29,70.69,65.33,
2012-05-03,88.35,71.04,65.59,
2012-05-04,91.31,76.42,69.55,
2012-05-07,90.91,75.97,69.18,
2012-05-08,91.33,77.12,69.31,
2012-05-09,102.07,81.06,72.32,
2012-05-10,98.65,78.18,70.39,
2012-05-11,100.12,77.61,69.97,
2012-05-14,105.85,84.55,74.6,
2012-05-15,109.61,87.71,77.31,
2012-05-16,109.22,88.15,77.58,
2012-05-17,112.84,90.1,79.19,
2012-05-18,117.44,92.98,80.6,
2012-05-21,108.5,87.3,76.91,59.42
2012-05-22,110.48,86.63,77.02,59.74
2012-05-23,107.48,86.96,77.51,59.49
2012-05-24,104.52,85.87,76.23,
2012-05-25,103.1,86.61,76.53,
2012-05-29,100.98,85.0,75.04,
2012-05-30,109.73,89.88,78.88,
2012-05-31,108.75,89.44,78.33,
2012-06-01,111.41,95.79,83.05,
2012-06-04,107.04,91.66,81.22,
2012-06-05,102.78,88.78,78.83,
2012-06-06,97.71,85.38,75.96,
2012-06-07,98.36,83.9,74.7,
2012-06-08,96.6,84.06,75.03,
2012-06-11,105.51,88.75,78.18,
2012-06-12,103.22,89.02,77.78,
2012-06-13,110.6,92.53,80.77,
2012-06-14,107.78,87.22,76.57,
2012-06-15,108.23,85.51,74.56,
2012-06-18,99.3,76.63,69.46,54.22
2012-06-19,98.13,71.96,66.96,54.14
2012-06-20,96.41,72.42,66.17,53.57
2012-06-21,105.47,80.0,71.5,
2012-06-22,104.13,73.76,65.77,
2012-06-25,104.46,80.7,71.52,
2012-06-26,100.66,78.52,70.66,
2012-06-27,98.11,78.0,70.15,
2012-06-28,97.21,80.12,71.25,
2012-06-29,89.59,70.18,64.79,
2012-07-02,85.61,67.18,62.94,
2012-07-03,84.59,65.58,61.21,
2012-07-05,89.43,69.51,63.97,
2012-07-06,90.1,70.63,64.59,
2012-07-09,92.85,74.56,67.24,
2012-07-10,94.91,77.43,69.06,
2012-07-11,96.25,75.02,68.2,
2012-07-12,95.22,73.34,67.33,
2012-07-13,91.1,70.16,65.53,
2012-07-16,94.21,70.96,65.66,
2012-07-17,93.49,69.88,64.47,
2012-07-18,94.03,64.84,61.76,
2012-07-19,93.73,65.11,62.55,
2012-07-20,100.61,69.43,64.39,
2012-07-23,107.32,79.28,70.65,
2012-07-24,111.65,88.49,75.96,
2012-07-25,106.53,84.8,74.13,
2012-07-26,98.59,77.78,69.56,
2012-07-27,93.08,71.25,67.15,
2012-07-30,94.74,76.46,69.63,
2012-07-31,96.11,78.7,71.27,
2012-08-01,94.23,76.8,70.17,
2012-08-02,89.63,75.42,69.46,
2012-08-03,84.5,68.4,64.99,
2012-08-06,84.47,68.08,65.25,
2012-08-07,86.87,67.9,64.64,
2012-08-08,85.18,67.32,63.61,
2012-08-09,83.91,65.74,62.71,
2012-08-10,84.83,63.01,60.47,
2012-08-13,89.58,65.29,60.2,
2012-08-14,94.33,66.41,63.45,
2012-08-15,97.95,66.95,62.24,
2012-08-16,95.65,63.06,59.99,
2012-08-17,95.02,64.46,59.35,
2012-08-20,96.64,65.81,60.7,
2012-08-21,97.41,71.89,66.17,
2012-08-22,99.14,67.57,64.65,
2012-08-23,98.4,71.31,67.03,
2012-08-24,94.99,67.34,65.61,
2012-08-27,94.89,71.21,67.74,
2012-08-28,94.43,72.06,67.05,
2012-08-29,94.71,73.42,68.46,
2012-08-30,96.33,75.5,70.4,
2012-08-31,93.3,74.92,69.99,
2012-09-04,93.71,77.21,71.13,
2012-09-05,90.15,74.95,69.88,
2012-09-06,83.65,67.97,64.4,
2012-09-07,82.24,62.92,60.46,
2012-09-10,92.77,69.2,65.47,
2012-09-11,92.39,73.9,68.56,
2012-09-12,93.94,73.77,67.17,
2012-09-13,87.81,62.15,59.53,
2012-09-14,93.04,66.82,61.92,
2012-09-17,92.95,68.09,62.04,
2012-09-18,90.13,64.73,61.7,
2012-09-19,88.61,62.71,60.07,
2012-09-20,88.72,61.9,59.37,
2012-09-21,87.9,58.19,56.89,
2012-09-24,85.88,59.58,59.31,
2012-09-25,92.79,66.55,63.2,
2012-09-26,95.05,74.55,68.09,
2012-09-27,88.24,67.62,63.57,
2012-09-28,90.49,72.46,66.6,
2012-10-01,92.51,76.85,69.61,
2012-10-02,90.25,76.57,69.95,
2012-10-03,87.56,69.91,66.15,
2012-10-04,83.51,66.08,63.11,
2012-10-05,83.1,63.17,60.39,
2012-10-08,85.85,66.46,62.88,
2012-10-09,88.53,72.79,67.74,
2012-10-10,94.36,72.43,66.93,
2012-10-11,90.74,66.66,63.47,
2012-10-12,91.87,69.1,64.66,
2012-10-15,92.92,67.8,62.97,
2012-10-16,90.31,65.12,62.76,
2012-10-17,85.6,63.57,59.55,
2012-10-18,86.51,64.36,59.88,
2012-10-19,92.63,73.28,66.56,
2012-10-22,92.48,75.56,67.95,
2012-10-23,99.66,80.1,71.13,
2012-10-24,96.39,81.46,72.14,
2012-10-25,91.86,79.52,71.92,
2012-10-26,89.43,75.13,69.04,
2012-10-31,90.23,77.5,70.86,
2012-11-01,81.7,69.92,65.62,
2012-11-02,87.84,73.01,66.92,
2012-11-05,90.75,77.44,70.46,
2012-11-06,87.56,75.14,68.48,
2012-11-07,94.75,79.41,71.66,
2012-11-08,93.39,77.97,70.27,
2012-11-09,94.02,77.47,70.65,
2012-11-12,90.54,71.95,67.07,
2012-11-13,87.84,70.12,65.82,
2012-11-14,94.66,75.28,69.31,
2012-11-15,94.54,78.36,70.78,
2012-11-16,90.27,72.89,66.66,
2012-11-19,88.43,66.87,61.91,
2012-11-20,85.93,64.54,60.42,
2012-11-21,85.85,65.6,61.63,
2012-11-23,82.86,63.72,60.66,
2012-11-26,82.45,66.33,61.85,
2012-11-27,84.17,67.04,61.46,
2012-11-28,80.39,66.11,60.88,
2012-11-29,78.42,62.06,57.71,
2012-11-30,78.59,65.92,60.57,
2012-12-03,84.07,69.57,63.49,
2012-12-04,86.18,71.31,64.51,
2012-12-05,82.98,67.19,61.97,
2012-12-06,84.15,68.48,62.73,
2012-12-07,80.74,65.96,60.73,
2012-12-10,81.56,66.59,61.12,
2012-12-11,78.7,65.3,60.02,
2012-12-12,83.02,64.85,59.83,
2012-12-13,86.74,69.06,62.97,
2012-12-14,86.39,71.97,64.53,
2012-12-17,82.1,69.61,63.29,
2012-12-18,79.36,62.89,57.83,
2012-12-19,83.33,70.07,63.2,
2012-12-20,83.06,71.57,64.18,
2012-12-21,87.7,74.31,65.99,
2012-12-24,89.27,75.5,66.08,
2012-12-26,92.17,76.65,67.49,
2012-12-27,90.89,78.59,69.08,
2012-12-28,104.72,82.59,71.83,
2012-12-31,92.5,80.85,68.67,
2013-01-02,78.77,60.26,54.84,
2013-01-03,77.02,55.59,51.42,
2013-01-04,75.18,50.47,47.9,
2013-01-07,76.77,49.61,47.8,
2013-01-08,78.37,52.26,49.23,
2013-01-09,78.51,53.33,48.76,
2013-01-10,77.49,48.84,46.63,
2013-01-11,78.52,48.3,46.29,
2013-01-14,78.28,48.9,46.5,
2013-01-15,77.84,47.43,45.45,
2013-01-16,77.26,49.72,44.87,
2013-01-17,78.77,50.57,45.45,
2013-01-18,73.43,47.55,45.32,
2013-01-22,73.87,49.12,45.67,
2013-01-23,71.86,47.39,44.95,
2013-01-24,76.17,54.6,48.04,
2013-01-25,76.92,55.17,50.86,
2013-01-28,78.16,60.04,54.75,
2013-01-29,73.61,56.01,52.55,
2013-01-30,77.34,61.05,56.83,
2013-01-31,76.72,63.12,58.24,
2013-02-01,73.29,54.21,50.97,
2013-02-04,77.79,61.9,57.68,
2013-02-05,75.07,55.86,53.32,
2013-02-06,77.24,56.92,53.36,
2013-02-07,76.86,57.63,54.39,
2013-02-08,74.42,53.32,51.63,
2013-02-11,76.1,54.69,52.25,
2013-02-12,73.83,52.82,51.31,
2013-02-13,73.25,54.49,52.17,
2013-02-14,72.99,51.95,48.9,43.3
2013-02-15,72.55,51.11,47.43,41.49
2013-02-19,70.45,49.56,46.0,39.92
2013-02-20,79.65,61.62,57.21,46.89
2013-02-21,80.83,65.92,61.04,
2013-02-22,78.66,62.72,59.22,
2013-02-25,94.34,78.15,70.27,
2013-02-26,90.23,76.63,69.21,
2013-02-27,82.29,65.46,59.93,
2013-02-28,86.57,68.31,61.21,
2013-03-01,87.83,71.29,63.83,
2013-03-04,82.27,65.27,59.82,
2013-03-05,79.32,60.43,55.82,
2013-03-06,78.78,59.02,54.49,
2013-03-07,77.16,56.66,52.62,
2013-03-08,76.65,53.17,49.33,
2013-03-11,77.32,50.68,45.52,
2013-03-12,79.99,53.36,49.93,
2013-03-13,84.36,52.32,48.38,
2013-03-14,83.5,51.8,47.81,
2013-03-15,85.72,53.36,48.48,
2013-03-18,93.07,63.95,57.64,
2013-03-19,94.39,73.95,66.6,
2013-03-20,89.45,57.64,56.19,
2013-03-21,93.98,66.96,63.0,
2013-03-22,91.78,69.52,64.67,
2013-03-25,88.86,71.37,66.2,
2013-03-26,85.14,59.93,57.59,
2013-03-27,85.32,62.53,58.94,
2013-03-28,83.2,60.12,57.62,
2013-04-01,84.23,66.76,63.26,
2013-04-02,80.49,60.75,59.21,
2013-04-03,85.23,65.79,63.07,
2013-04-04,83.12,66.9,63.05,
2013-04-05,84.49,68.11,63.35,
2013-04-08,82.12,63.49,60.2,
2013-04-09,82.04,57.53,55.2,
2013-04-10,82.75,54.9,54.34,
2013-04-11,83.37,52.98,52.57,
2013-04-12,82.39,52.39,50.74,
2013-04-15,104.62,77.88,70.6,
2013-04-16,88.19,68.98,63.69,
2013-04-17,105.26,82.94,73.83,
2013-04-18,107.65,88.82,77.61,
2013-04-19,95.52,75.3,68.89,
2013-04-22,90.91,70.21,65.07,
2013-04-23,85.16,64.11,61.5,
2013-04-24,84.99,63.15,59.68,
2013-04-25,85.89,64.56,61.28,
2013-04-26,85.09,63.27,60.02,
2013-04-29,84.42,64.61,60.97,
2013-04-30,83.46,64.28,60.29,
2013-05-01,88.11,69.88,64.35,
2013-05-02,83.82,62.78,58.65,
2013-05-03,80.91,57.47,54.39,
2013-05-06,79.78,56.96,53.84,
2013-05-07,78.86,56.03,53.41,
2013-05-08,79.81,55.72,52.38,
2013-05-09,81.14,57.72,54.12,
2013-05-10,80.45,57.4,53.63,
2013-05-13,,54.91,51.66,
2013-05-14,,56.72,52.99,
2013-05-15,83.15,56.43,53.53,
2013-05-16,84.5,56.6,54.7,
2013-05-17,84.0,53.36,51.45,
2013-05-20,85.01,56.45,54.2,
2013-05-21,88.04,58.13,55.83,
2013-05-22,88.23,65.46,60.49,
2013-05-23,87.4,63.85,59.77,
2013-05-24,83.88,63.73,59.61,
2013-05-28,82.65,63.81,59.48,
2013-05-29,81.72,63.92,60.6,
2013-05-30,80.22,60.06,58.43,
2013-05-31,84.87,66.27,62.82,
2013-06-03,86.99,74.45,67.62,
2013-06-04,87.39,74.91,67.86,
2013-06-05,93.18,79.55,70.84,
2013-06-06,91.91,80.48,71.53,
2013-06-07,84.19,68.44,62.37,
2013-06-10,82.94,67.15,61.91,
2013-06-11,92.32,74.8,66.85,
2013-06-12,101.77,83.85,73.17,
2013-06-13,95.08,74.76,66.83,
2013-06-14,93.87,73.81,67.3,
2013-06-17,90.45,74.65,68.0,
2013-06-18,89.99,70.95,65.07,
2013-06-19,88.59,67.06,62.63,
2013-06-20,100.98,87.55,76.12,
2013-06-21,96.1,80.19,70.26,
2013-06-24,100.93,84.94,74.07,
2013-06-25,94.83,77.95,69.21,
2013-06-26,90.76,73.75,66.73,
2013-06-27,86.05,68.49,63.78,
2013-06-28,86.54,68.76,62.68,
2013-07-01,84.89,67.77,62.57,
2013-07-02,83.7,68.85,63.43,
2013-07-03,82.72,66.92,61.55,
2013-07-05,77.41,61.8,57.71,
2013-07-08,75.49,57.65,54.7,
2013-07-09,75.92,54.3,51.48,
2013-07-10,79.54,53.79,50.59,
2013-07-11,77.16,51.87,48.72,
2013-07-12,76.14,50.67,49.27,
2013-07-15,76.22,50.01,46.93,
2013-07-16,80.84,56.19,52.97,
2013-07-17,77.06,51.63,48.9,
2013-07-18,74.68,51.59,48.27,43.84
2013-07-19,73.64,44.6,44.64,41.6
2013-07-22,72.49,47.24,45.92,38.91
2013-07-23,75.05,48.34,45.5,39.77
2013-07-24,76.8,51.33,47.84,41.37
2013-07-25,76.74,50.48,48.52,
2013-07-26,76.54,51.18,47.85,
2013-07-29,76.65,54.73,50.59,
2013-07-30,74.35,54.74,51.24,
2013-07-31,73.08,53.18,49.75,
2013-08-01,71.1,50.75,48.6,
2013-08-02,70.36,43.58,44.41,
2013-08-05,69.74,42.29,42.83,
2013-08-06,75.53,51.09,48.75,
2013-08-07,76.57,53.25,49.67,
2013-08-08,75.41,50.93,48.38,
2013-08-09,77.33,53.53,50.65,
2013-08-12,78.77,52.97,50.99,
2013-08-13,78.94,49.57,47.42,
2013-08-14,80.22,52.5,49.22,
2013-08-15,86.21,66.69,59.97,
2013-08-16,84.09,65.52,59.25,
2013-08-19,86.91,69.47,61.64,
2013-08-20,89.08,67.19,59.2,
2013-08-21,90.38,71.56,63.1,
2013-08-22,84.52,67.56,61.16,
2013-08-23,80.02,63.51,58.3,
2013-08-26,83.06,67.6,61.02,
2013-08-27,92.36,79.75,70.26,
2013-08-28,91.46,75.48,67.55,
2013-08-29,91.49,78.73,69.69,
2013-08-30,92.6,79.28,69.98,
2013-09-03,90.66,78.2,69.59,
2013-09-04,88.28,73.01,65.86,
2013-09-05,85.8,69.81,64.21,
2013-09-06,86.51,69.21,63.5,
2013-09-09,83.46,67.11,62.56,
2013-09-10,79.25,61.68,58.26,
2013-09-11,78.4,58.6,55.36,
2013-09-12,80.97,61.52,57.33,
2013-09-13,79.73,60.99,56.8,
2013-09-16,80.09,59.97,55.99,
2013-09-17,79.49,63.23,56.73,
2013-09-18,74.65,55.59,50.12,
2013-09-19,73.22,52.96,45.1,
2013-09-20,76.89,52.71,47.74,
2013-09-23,77.56,58.44,53.14,
2013-09-24,74.78,54.89,50.43,
2013-09-25,73.08,54.45,50.06,
2013-09-26,69.96,55.18,51.06,
2013-09-27,74.93,62.15,56.73,
2013-09-30,81.67,70.17,61.96,
2013-10-01,76.43,66.95,59.68,
2013-10-02,85.73,72.64,62.84,
2013-10-03,93.79,77.48,67.49,
2013-10-04,88.71,74.68,65.07,
2013-10-07,103.08,87.21,73.17,
2013-10-08,106.55,95.28,80.27,
2013-10-09,111.43,89.97,76.42,
2013-10-10,95.31,74.13,64.69,
2013-10-11,90.85,69.21,61.44,
2013-10-14,91.8,68.93,61.29,
2013-10-15,103.37,80.58,68.79,
2013-10-16,85.7,62.39,56.49,
2013-10-17,72.7,46.36,44.78,
2013-10-18,73.42,46.97,46.56,
2013-10-21,75.02,46.08,45.22,
2013-10-22,74.13,45.65,44.74,
2013-10-23,72.43,48.77,46.66,
2013-10-24,70.84,46.7,44.37,
2013-10-25,70.03,46.74,44.89,
2013-10-28,70.16,46.73,45.24,
2013-10-29,68.52,47.37,45.28,
2013-10-30,69.56,48.22,46.75,
2013-10-31,69.44,49.84,47.37,
2013-11-01,68.94,46.96,47.33,
2013-11-04,67.09,45.0,45.62,
2013-11-05,67.41,46.34,45.43,
2013-11-06,67.41,44.16,44.4,
2013-11-07,71.74,51.64,48.94,
2013-11-08,69.39,46.02,45.16,
2013-11-11,,46.13,44.74,
2013-11-12,69.39,46.44,45.66,
2013-11-13,71.37,46.34,46.05,
2013-11-14,71.91,45.79,46.32,
2013-11-15,73.58,46.18,45.46,
2013-11-18,75.06,49.36,48.96,
2013-11-19,74.45,49.6,50.0,
2013-11-20,69.05,48.29,50.16,
2013-11-21,64.95,45.13,45.32,
2013-11-22,63.77,43.63,42.53,
2013-11-25,64.88,45.17,45.27,
2013-11-26,65.14,44.35,44.22,
2013-11-27,64.81,46.08,45.51,
2013-11-29,64.81,52.88,49.95,
2013-12-02,69.59,55.18,52.29,
2013-12-03,73.21,61.23,56.8,
2013-12-04,72.73,61.24,57.08,
2013-12-05,75.8,64.58,59.34,
2013-12-06,70.45,55.51,53.08,
2013-12-09,70.45,55.39,52.48,
2013-12-10,70.45,55.92,53.26,
2013-12-11,80.55,64.47,59.57,
2013-12-12,83.38,66.3,60.32,
2013-12-13,85.39,66.35,59.86,
2013-12-16,83.2,69.15,63.27,
2013-12-17,82.23,68.65,62.8,
2013-12-18,67.17,56.45,54.59,
2013-12-19,67.03,51.61,52.07,
2013-12-20,68.0,49.81,50.22,
2013-12-23,63.49,43.45,47.02,
2013-12-24,,40.31,42.8,
2013-12-26,62.71,38.84,39.6,
2013-12-27,66.67,42.63,43.27,
2013-12-30,69.71,49.77,48.73,
2013-12-31,70.83,56.76,54.04,
2014-01-02,73.14,57.23,54.16,
2014-01-03,70.03,51.64,49.66,
2014-01-06,68.33,47.94,47.33,
2014-01-07,68.33,43.63,43.8,
2014-01-08,68.33,43.65,43.65,
2014-01-09,68.33,43.04,41.79,
2014-01-10,67.74,39.0,38.74,
2014-01-13,75.71,50.83,47.28,
2014-01-14,69.31,40.05,40.48,
2014-01-15,69.56,41.12,39.02,
2014-01-16,73.98,43.53,40.43,
2014-01-17,75.72,45.38,42.86,
2014-01-21,77.78,45.19,43.98,
2014-01-22,74.46,45.78,43.93,
2014-01-23,78.25,58.8,52.3,
2014-01-24,97.71,86.97,72.8,
2014-01-27,93.5,79.02,68.43,
2014-01-28,83.96,70.8,63.71,
2014-01-29,92.47,80.25,71.19,
2014-01-30,92.35,71.71,65.38,
2014-01-31,99.66,86.16,76.23,
2014-02-03,106.78,100.73,87.6,
2014-02-04,100.4,90.28,80.62,
2014-02-05,102.87,92.35,83.0,
2014-02-06,92.58,80.19,72.71,
2014-02-07,83.17,66.4,62.49,
2014-02-10,79.89,64.32,60.86,
2014-02-11,78.64,56.91,54.5,
2014-02-12,79.56,58.87,54.96,
2014-02-13,78.41,55.83,52.44,
2014-02-14,77.49,52.08,48.74,
2014-02-18,75.82,52.45,49.84,
2014-02-19,86.23,65.73,59.13,
2014-02-20,79.83,60.67,54.77,
2014-02-21,78.96,58.38,52.81,
2014-02-24,77.84,55.41,51.67,
2014-02-25,76.46,56.82,51.73,
2014-02-26,79.42,58.64,53.72,
2014-02-27,78.94,56.53,51.87,
2014-02-28,81.45,60.86,54.32,
2014-03-03,92.84,74.93,64.74,
2014-03-04,82.14,57.73,51.62,
2014-03-05,80.52,56.6,51.2,
2014-03-06,79.55,56.49,51.43,
2014-03-07,83.07,58.72,52.92,
2014-03-10,82.35,60.48,54.29,
2014-03-11,85.12,61.13,54.99,
2014-03-12,83.45,60.47,54.57,
2014-03-13,92.14,75.32,65.44,
2014-03-14,97.11,83.5,71.94,
2014-03-17,87.79,69.2,61.02,
2014-03-18,81.89,58.38,53.68,45.59
2014-03-19,81.35,62.81,56.49,49.46
2014-03-20,77.03,60.01,55.34,
2014-03-21,78.64,57.5,53.29,
2014-03-24,77.29,57.1,53.95,
2014-03-25,74.77,51.81,49.75,
2014-03-26,76.27,53.6,50.4,
2014-03-27,74.71,56.11,51.89,
2014-03-28,74.86,54.34,50.58,
2014-03-31,72.2,44.45,43.87,
2014-04-01,67.51,40.49,38.65,
2014-04-02,67.33,39.38,36.62,
2014-04-03,67.73,43.01,39.1,
2014-04-04,69.53,48.19,44.61,
2014-04-07,74.51,57.05,51.85,
2014-04-08,71.43,55.32,50.65,
